time;value
28,00;0,00
28,31;0,00
28,54;0,00
29,69;0,00
30,91;0,00
32,18;0,00
33,41;0,00
34,65;0,00
35,88;0,00
37,13;125,96
38,36;115,97
39,61;83,97
